GEOID,COUNTYFP,VTD,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,party_dem,party_rep,party_npp,party_rin,party_lib,party_grn,party_wkp,party_bar,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_10,eth2_30,eth2_23,eth2_14,eth2_34,eth2_21,eth2_32,eth2_12,eth2_85,eth2_29,eth2_35,eth2_55,eth2_66,eth2_33,eth2_61,eth2_99,eth2_38,eth2_26,eth2_19,eth2_59,eth2_18,eth2_unk,g20201103,pp20200602,p20200602,g20181106,p20180626,s20171219,s20171002,g20161108,pp20160426,p20160426,s20151208,g20141104,p20140624,s20130506,s20130305,g20121106,pp20120403,p20120403,g20101102,p20100914
2400302-022,003,02-022,2584,0,90,209,256,343,362,535,298,205,79,936,1020,595,6,12,1,1,1,12,0,2011,125,127,29,35,257,2011,127,124,12,12,5,2,14,6,2,1,0,1,0,1,1,0,1,0,0,0,1,1,0,257,1786,678,678,1174,301,0,0,1475,620,620,0,902,295,0,0,1265,227,227,904,347
2400302-023,003,02-023,2639,1,102,165,241,495,494,479,268,135,36,1093,798,709,5,10,3,2,4,15,0,1657,194,338,129,63,258,1657,332,192,45,22,23,38,8,12,4,6,6,4,7,2,2,0,2,6,2,1,1,0,1,258,2002,793,793,1415,375,0,0,1602,727,727,0,950,314,0,0,1349,257,257,957,353
2400302-024,003,02-024,2143,1,94,127,164,352,390,452,237,102,28,913,696,512,3,8,3,0,0,8,0,1386,134,312,81,50,180,1386,312,133,23,20,19,30,11,6,2,1,3,6,2,0,1,0,1,0,0,1,0,2,0,180,1615,605,605,1089,324,0,0,1300,567,567,0,801,257,0,0,1149,228,228,822,283
2400303-001,003,03-001,2015,0,95,169,188,305,357,407,241,83,32,633,922,435,4,9,2,3,0,7,0,1658,58,56,18,36,189,1658,56,55,3,12,6,3,12,4,0,1,1,1,1,2,3,0,3,0,0,0,1,3,0,189,1482,531,531,1064,256,0,0,1274,553,553,0,779,248,0,0,1085,168,168,823,290
2400303-002,003,03-002,1452,0,58,97,118,224,211,269,199,105,61,457,593,380,5,5,1,1,0,10,0,1240,34,3,11,18,146,1240,3,34,6,5,0,1,2,3,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,146,1041,433,433,732,201,0,0,843,406,406,0,580,239,0,0,776,158,158,638,267
2400303-003,003,03-003,3061,1,129,246,293,496,521,558,353,148,45,982,1270,758,9,14,4,2,0,22,0,2503,138,71,34,40,275,2503,71,138,19,14,4,4,6,3,0,3,7,0,5,5,0,1,1,0,0,0,1,1,0,275,2152,803,803,1385,337,0,0,1745,815,815,0,1070,370,0,0,1473,235,235,1068,403
2400303-004,003,03-004,2944,1,126,254,283,569,456,524,290,126,36,1014,1191,691,1,23,8,2,0,14,0,2214,185,162,46,64,273,2214,161,180,23,30,6,2,13,4,1,5,7,3,0,6,5,2,1,1,0,3,0,0,0,273,2027,732,732,1359,330,0,0,1679,759,759,0,974,334,0,0,1344,212,212,969,355
2400303-005,003,03-005,2807,0,137,176,278,473,534,518,261,120,35,968,1158,646,4,15,3,1,1,11,0,2037,138,228,56,77,271,2037,228,137,10,31,17,14,12,8,1,3,13,7,4,3,1,0,0,0,5,2,2,0,0,271,2133,853,853,1433,404,0,0,1672,703,703,0,1026,323,0,0,1432,268,268,1058,346
2400303-006,003,03-006,7934,0,259,694,985,1706,1339,1142,643,224,75,3755,2263,1797,14,49,8,5,3,40,0,5029,431,1266,227,177,804,5029,1260,426,66,76,81,33,35,25,15,6,10,16,7,5,5,0,1,6,3,7,3,4,5,804,6130,2463,2463,3953,950,0,0,4549,1881,1881,0,2440,734,0,0,3670,512,512,2342,739
2400303-007,003,03-007,2129,0,82,174,235,410,316,349,209,127,38,808,792,492,5,10,4,1,1,16,0,1656,63,118,25,57,210,1656,115,62,7,24,6,8,9,3,1,0,5,0,0,1,1,2,4,3,1,0,0,0,0,210,1563,589,589,1042,269,1,0,1289,553,553,0,738,256,0,0,1072,190,190,805,311
2400303-008,003,03-008,2761,0,112,182,240,464,421,538,369,174,55,1342,803,575,5,15,2,3,0,16,0,1683,152,555,64,57,250,1683,553,152,10,34,30,3,13,11,0,3,3,1,0,0,0,2,3,2,0,5,0,0,1,250,1973,903,903,1389,360,0,0,1661,752,752,0,1018,394,0,0,1467,278,278,1054,406
2400303-009,003,03-009,1098,0,40,91,76,160,172,250,138,61,37,334,502,246,3,8,1,0,0,4,0,919,19,44,10,17,89,919,43,19,3,7,1,3,7,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,89,862,367,367,632,189,0,0,752,385,385,0,540,188,0,0,638,132,132,516,215
2400303-010,003,03-010,2193,0,85,153,157,353,359,415,304,178,46,560,1167,447,3,7,0,0,0,9,0,1853,45,9,3,26,257,1853,9,43,1,6,0,0,7,0,0,2,3,0,2,3,2,0,3,0,0,0,0,0,0,257,1768,742,742,1280,375,0,0,1506,688,688,0,1057,437,0,0,1320,274,274,1051,448
2400303-011,003,03-011,2318,0,87,131,115,319,356,513,358,211,74,611,1193,489,3,8,3,1,0,10,0,1969,35,14,32,30,238,1969,14,35,11,6,4,13,7,3,5,1,0,1,4,3,0,3,0,0,0,0,0,0,0,238,1891,756,756,1428,412,0,0,1629,770,770,0,1185,519,0,0,1465,318,318,1211,554
2400303-012,003,03-012,2200,0,92,127,160,364,301,492,333,162,58,539,1185,453,1,10,0,0,1,11,0,1899,42,10,21,20,208,1899,10,42,6,2,3,1,8,11,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,208,1742,667,667,1286,390,0,0,1522,727,727,0,1041,446,0,0,1341,270,270,1056,435
2400303-013,003,03-013,2288,0,106,135,137,329,377,452,362,200,53,580,1206,472,4,9,4,1,1,11,0,1933,62,12,18,35,228,1933,11,61,7,7,2,2,17,2,0,4,1,1,3,2,1,3,0,1,0,0,0,0,1,228,1812,780,780,1369,411,0,0,1607,792,792,0,1134,470,0,0,1389,299,299,1127,537
2400303-014,003,03-014,1666,0,63,122,172,267,264,300,190,131,42,530,761,349,8,8,2,1,1,6,0,1374,56,14,11,25,186,1374,14,56,2,3,1,1,11,3,0,2,5,1,0,1,0,0,2,0,0,2,0,0,0,186,1170,472,472,799,229,0,0,923,478,478,0,660,220,0,0,864,160,160,674,283
2400303-015,003,03-015,1528,0,49,90,93,203,223,312,256,152,49,421,786,310,4,4,0,0,0,3,0,1278,29,11,8,27,175,1278,11,28,1,6,2,1,14,2,0,2,2,0,0,0,1,0,0,0,4,0,0,1,0,175,1253,558,558,946,335,0,0,1061,585,585,0,804,375,0,0,960,218,218,800,377
2400303-016,003,03-016,2175,1,90,186,209,395,340,427,250,86,32,711,896,524,2,21,3,2,1,15,0,1770,86,53,30,42,194,1770,53,85,8,17,10,6,10,1,3,1,1,4,0,0,1,2,2,0,0,2,0,0,0,194,1586,605,605,1013,258,0,0,1301,519,519,0,781,260,0,0,1097,184,184,798,302
2400303-017,003,03-017,1989,0,68,123,181,283,298,406,291,166,46,544,1016,404,4,10,0,0,2,9,0,1701,53,15,15,18,187,1701,15,52,4,7,2,3,7,2,0,4,0,0,0,2,1,0,0,0,1,0,0,0,0,187,1551,586,586,1124,324,0,0,1313,610,610,0,901,339,0,0,1129,221,221,877,346
2400303-018,003,03-018,2636,0,127,168,176,411,479,510,340,149,53,754,1295,557,1,11,4,2,0,12,0,2136,71,52,52,43,282,2136,52,66,18,11,16,10,21,5,2,3,1,0,0,3,5,0,2,0,2,0,0,0,0,282,1952,756,756,1310,349,0,0,1559,722,722,0,1086,413,0,0,1407,261,261,1109,433
2400303-019,003,03-019,2096,1,98,151,119,340,346,459,287,130,31,505,1094,468,5,13,0,3,1,7,0,1764,56,15,25,27,209,1764,15,56,2,3,12,7,9,2,1,1,1,0,1,2,0,1,6,0,3,0,1,0,0,209,1641,628,628,1182,331,1,0,1410,610,610,0,972,355,0,0,1208,211,211,974,376
2400303-020,003,03-020,1950,0,74,157,154,305,304,362,287,107,56,582,963,387,5,4,3,1,0,5,0,1581,48,17,35,25,244,1581,17,48,10,13,16,3,6,5,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,244,1473,555,555,1048,304,0,0,1266,552,552,0,820,312,0,0,1058,198,198,825,356
2400303-021,003,03-021,2813,0,126,255,296,574,507,420,260,94,19,967,1115,688,3,16,3,3,1,17,0,2176,142,149,36,61,249,2176,149,141,11,22,6,9,17,7,0,3,7,1,0,4,1,3,0,0,1,0,0,2,0,249,2038,785,785,1299,324,1,0,1624,675,675,0,980,325,0,0,1418,213,213,967,328
2400303-022,003,03-022,1727,0,63,134,118,304,251,369,222,121,37,593,746,370,1,9,1,0,2,5,0,1261,46,222,34,25,139,1261,222,46,6,10,6,8,5,7,0,5,1,1,1,0,0,0,0,0,5,0,0,0,0,139,1345,573,573,974,306,0,0,1143,559,559,0,809,312,0,0,1054,233,233,820,317
2400303-023,003,03-023,1719,0,67,117,161,248,255,349,243,122,32,546,791,357,1,14,2,0,1,7,0,1419,59,13,25,32,171,1419,13,58,14,8,4,2,10,3,3,1,3,0,0,5,1,1,0,0,1,1,0,0,0,171,1377,567,567,1023,286,0,0,1151,578,578,0,785,287,0,0,1023,211,211,821,326
2400303-024,003,03-024,2488,0,82,195,251,453,428,430,284,122,29,846,988,617,4,13,4,0,1,15,0,1977,94,94,36,51,236,1977,94,91,10,19,8,5,15,6,2,7,4,0,1,4,3,0,0,0,3,0,0,0,0,236,1787,640,640,1203,334,0,0,1529,647,647,0,875,330,0,0,1217,205,205,870,300
2400303-025,003,03-025,1884,0,92,157,145,320,278,346,212,113,45,989,484,388,5,6,3,1,1,7,0,903,144,615,54,38,130,903,614,144,17,23,3,14,7,11,0,2,3,0,0,1,0,1,0,1,0,2,4,1,1,130,1259,579,579,851,248,0,0,1078,449,449,0,593,213,0,0,946,143,143,661,233
2400304-001,003,04-001,2230,0,117,216,200,372,320,413,205,81,40,1384,330,476,2,14,5,2,0,17,0,807,288,828,88,64,155,807,823,285,17,35,31,12,6,16,2,8,7,3,0,2,3,0,3,5,4,3,0,0,0,155,1487,606,606,1004,239,0,0,1224,499,499,0,560,185,0,0,1024,160,160,603,195
2400304-002,003,04-002,2651,0,128,238,262,468,449,460,250,94,16,1209,687,715,4,14,3,2,2,15,0,1559,184,565,58,52,233,1559,562,174,21,26,18,8,4,5,2,3,2,0,0,7,10,1,1,3,7,0,0,0,0,233,1982,709,709,1400,351,0,0,1596,663,663,0,923,271,0,0,1356,224,224,914,288
2400304-003,003,04-003,1973,0,95,144,134,342,324,368,213,119,54,758,676,514,2,10,5,0,0,8,0,1433,112,89,83,43,213,1433,87,109,33,23,15,10,6,16,1,6,3,4,1,1,3,1,0,2,0,1,2,0,0,213,1589,637,637,1143,309,0,0,1276,567,567,0,771,224,0,0,1085,203,203,776,284
2400304-004,003,04-004,2187,0,103,123,110,287,402,421,317,189,57,721,993,447,4,10,4,0,0,8,0,1742,70,95,52,39,189,1742,92,70,11,18,21,16,9,3,1,0,2,2,1,2,0,4,0,3,0,0,1,0,0,189,1781,726,726,1372,466,0,0,1513,762,762,0,1030,417,0,0,1321,329,329,1081,431
2400304-005,003,04-005,1376,0,57,80,124,329,273,189,108,68,16,693,339,336,1,4,1,0,0,2,0,914,78,180,56,27,121,914,176,73,9,17,20,13,4,7,0,2,1,1,0,0,5,1,2,4,1,0,2,0,0,121,1128,470,470,790,248,0,0,854,379,379,0,504,172,0,0,742,133,133,515,176
2400304-006,003,04-006,2830,1,90,225,322,526,561,422,235,61,20,2064,198,524,7,14,4,0,0,19,0,485,160,1868,105,75,137,485,1862,156,17,50,45,18,7,13,1,9,4,7,2,0,4,2,1,6,0,0,2,0,0,137,2146,968,968,1476,411,0,0,1641,682,682,0,791,256,0,0,1415,220,220,814,242
2400304-007,003,04-007,3037,0,123,254,234,471,432,400,181,59,14,1590,559,834,4,26,5,1,0,18,0,1221,329,1110,87,67,223,1221,1094,322,24,39,16,25,7,8,0,12,11,1,3,1,7,2,0,16,1,2,0,0,0,223,2086,778,778,1109,320,0,0,1179,510,510,0,540,172,0,0,894,126,126,518,156
2400304-008,003,04-008,1988,0,69,117,160,255,305,304,285,270,83,761,736,459,2,13,4,3,1,9,0,1531,92,67,45,37,216,1531,66,91,14,19,4,6,8,12,0,8,1,2,1,2,1,1,1,1,1,1,0,0,0,216,1542,690,690,1155,362,0,0,1264,639,639,0,840,304,0,0,1127,265,265,851,362
2400304-009,003,04-009,3304,0,126,251,295,630,576,627,337,103,16,2201,341,722,7,11,5,1,1,15,0,942,224,1534,209,162,233,942,1518,222,45,105,88,28,7,32,4,14,9,18,4,0,2,7,3,16,3,1,0,0,1,233,2617,1220,1220,1930,627,0,0,2095,967,967,0,1108,400,0,0,1740,279,279,1127,389
2400304-010,003,04-010,1662,0,32,54,91,251,175,307,440,167,23,869,444,333,7,2,1,0,1,5,0,1029,57,290,59,38,189,1029,284,56,16,24,23,6,2,8,0,4,1,2,1,2,1,1,2,6,0,1,1,2,0,189,1455,727,727,1036,383,0,0,1063,552,552,0,701,273,0,0,946,221,221,703,256
2400304-011,003,04-011,1895,0,96,149,163,377,302,303,188,94,39,968,425,476,3,6,0,2,1,14,0,965,156,526,54,67,127,965,524,155,13,27,12,9,16,13,4,5,7,3,0,2,1,3,2,2,2,0,0,0,0,127,1351,565,565,916,304,0,0,1073,500,500,0,635,236,0,0,963,182,182,640,234
2400304-012,003,04-012,2396,0,94,140,194,443,399,401,251,150,62,1077,657,613,6,18,2,4,0,19,0,1531,146,368,82,68,201,1531,367,145,23,32,13,27,8,14,3,3,8,2,2,2,1,8,1,1,0,0,0,1,0,201,1775,702,702,1219,355,0,0,1379,559,559,1,781,249,0,0,1163,227,227,773,271
2400304-013,003,04-013,1816,0,81,107,101,286,305,393,238,121,50,560,805,427,0,10,6,0,1,7,0,1403,78,78,52,23,182,1403,78,74,10,7,25,12,5,2,1,2,0,1,0,0,4,0,8,0,0,0,1,0,0,182,1422,517,517,1037,264,1,0,1177,534,534,0,776,253,0,0,1043,219,219,837,306
2400304-014,003,04-014,1917,0,87,108,144,309,282,347,349,131,53,631,806,457,5,9,1,0,1,7,0,1584,54,44,19,33,183,1584,44,50,7,6,4,3,10,3,0,1,0,0,3,6,4,3,1,0,3,0,1,0,0,183,1500,583,583,1162,323,0,0,1285,605,605,0,916,297,0,0,1184,217,217,932,364
2400304-015,003,04-015,2839,0,107,167,211,439,491,568,426,177,46,1021,1099,676,8,20,3,1,0,11,0,2281,114,70,44,34,296,2281,69,114,15,5,9,5,18,7,2,6,2,0,1,2,0,0,1,1,0,1,0,0,0,296,2279,902,902,1790,621,0,0,1902,1016,1016,0,1334,508,0,0,1695,361,361,1287,479
2400304-016,003,04-016,2058,0,79,158,181,401,370,311,175,95,39,991,487,546,5,10,2,0,0,17,0,1372,123,263,63,53,184,1372,259,120,24,16,18,11,21,3,1,4,2,2,1,3,3,2,2,4,0,2,1,2,0,184,1604,629,629,1127,349,0,0,1223,542,542,0,659,241,0,0,1051,178,178,671,240
2400304-017,003,04-017,1962,1,69,152,168,341,281,318,211,93,46,1151,329,445,5,12,4,2,0,14,0,747,397,611,56,36,115,747,610,396,10,20,9,5,4,20,0,5,5,1,1,0,1,4,0,1,0,4,1,0,0,115,1305,423,423,806,206,0,0,982,387,387,0,444,148,0,0,813,119,119,475,174
2400304-018,003,04-018,3039,0,94,170,259,564,461,462,375,253,81,1552,734,715,9,12,3,3,0,11,0,2030,160,379,99,85,286,2030,364,157,30,45,36,18,18,11,4,3,3,2,1,1,3,5,1,15,0,0,0,3,0,286,2417,1081,1081,1635,494,1,1,1837,799,799,0,1074,385,0,0,1573,315,315,1142,439
2400304-019,003,04-019,1961,0,102,181,218,359,353,322,143,38,4,1351,190,396,2,8,3,2,1,8,0,394,101,1235,65,48,118,394,1233,100,8,24,28,15,2,3,4,10,10,0,3,0,1,2,0,2,0,0,0,0,0,118,1508,667,667,1037,342,0,0,1158,517,517,0,588,196,0,0,981,157,157,609,163
2400304-020,003,04-020,2044,0,72,116,138,299,329,296,289,249,86,1022,541,448,12,10,2,0,1,8,0,1393,91,250,73,50,187,1393,248,90,22,14,16,15,8,8,3,5,5,2,2,2,1,5,2,2,4,3,0,1,3,187,1686,809,809,1317,468,1,0,1371,700,700,0,863,330,0,0,1165,276,276,831,362
2400304-021,003,04-021,3209,0,195,207,179,620,696,592,264,96,24,1358,1021,796,8,13,4,0,0,9,0,2128,182,242,205,175,277,2128,240,179,62,103,89,23,15,19,5,8,9,19,5,6,3,9,0,2,0,0,0,0,2,277,2574,1013,1013,1807,494,3,0,1933,918,918,0,1166,356,0,0,1664,257,257,1179,377
2400304-022,003,04-022,1897,2,51,149,215,413,347,275,159,53,21,1013,421,435,4,12,3,1,1,7,0,1088,120,370,57,89,173,1088,367,118,17,57,27,4,9,4,2,4,1,6,1,3,2,2,2,3,4,0,1,0,0,173,1443,557,557,973,284,0,0,1145,480,480,0,598,193,0,0,967,157,157,600,193
2400304-023,003,04-023,3269,0,149,170,196,611,706,537,329,178,57,1423,1025,788,7,14,1,1,0,10,0,2244,120,339,169,88,309,2244,335,119,64,42,50,23,14,15,2,14,2,8,12,0,1,2,2,4,2,0,0,0,0,309,2714,1122,1122,1936,559,2,0,2074,945,945,0,1291,368,0,0,1763,324,324,1278,399
2400304-024,003,04-024,2306,0,99,192,254,417,406,371,174,42,8,1519,256,499,3,11,2,2,2,12,0,596,192,1261,67,71,119,596,1259,189,18,42,16,17,12,6,3,5,0,4,2,0,3,3,3,2,0,0,1,1,1,119,1717,762,762,1154,361,0,0,1292,566,566,0,653,235,0,0,1085,144,144,654,216
2400304-025,003,04-025,282,0,22,33,20,21,37,61,35,10,1,145,58,73,0,2,0,0,0,4,0,140,45,46,8,12,31,140,46,45,2,11,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,176,60,60,125,29,0,0,142,66,66,0,74,22,0,0,115,18,18,79,29
2400304-026,003,04-026,1017,0,41,128,109,189,140,125,57,12,10,576,178,252,0,7,0,1,0,3,0,636,70,139,40,22,110,636,132,70,14,12,13,7,0,1,0,5,1,1,3,0,0,2,2,7,0,0,0,0,0,110,764,290,290,447,133,0,0,476,208,208,0,208,62,0,0,347,47,47,191,57
2400305-001,003,05-001,2378,0,122,154,90,260,414,454,359,238,66,846,1013,487,7,15,3,0,0,7,0,1893,77,67,32,66,243,1893,67,71,15,12,7,3,16,0,11,7,2,4,8,2,6,0,2,0,2,0,0,6,0,243,1934,849,849,1532,553,0,0,1625,917,917,0,1171,481,0,0,1434,416,416,1182,519
2400305-002,003,05-002,2503,1,97,167,177,370,364,416,377,231,85,1010,873,584,3,16,3,1,0,13,0,1859,125,126,38,61,294,1859,126,123,9,24,13,4,15,4,3,8,1,2,2,3,2,3,4,0,0,0,0,1,0,294,2014,856,856,1534,485,0,0,1679,821,821,0,1102,416,0,0,1498,312,312,1152,419
2400305-003,003,05-003,2019,0,92,127,142,424,331,320,270,113,23,714,795,487,7,7,3,1,0,5,0,1531,89,51,56,62,230,1531,51,89,18,21,9,12,8,10,0,3,7,1,4,10,0,2,0,0,5,0,0,0,0,230,1650,629,629,1238,395,0,0,1297,660,660,0,878,364,0,0,1156,263,263,887,312
2400305-004,003,05-004,2161,0,84,127,156,354,305,416,314,179,47,794,825,519,2,8,3,2,1,7,0,1739,97,34,31,40,220,1739,34,97,7,11,9,7,8,2,3,6,4,1,2,0,0,0,8,0,2,0,0,0,0,220,1721,650,650,1309,391,0,0,1419,650,650,0,930,323,0,0,1274,240,240,1009,372
2400305-005,003,05-005,2021,0,100,118,124,279,368,319,286,170,83,850,735,412,6,8,3,0,1,6,0,1573,57,101,37,34,219,1573,101,56,14,5,11,5,11,2,1,5,0,5,5,1,1,3,1,0,0,0,0,0,0,219,1601,716,716,1270,466,0,0,1339,752,752,0,976,417,0,0,1243,322,322,973,420
2400305-006,003,05-006,1704,0,106,97,93,227,324,310,234,114,56,689,676,325,2,4,3,0,0,5,0,1474,30,2,20,24,154,1474,2,29,9,7,2,2,10,0,0,2,0,0,2,0,1,0,2,0,2,4,0,0,0,154,1409,625,625,1120,459,0,0,1187,680,680,0,872,387,0,0,1071,245,245,861,371
2400305-007,003,05-007,1689,1,88,91,105,293,309,269,244,111,45,565,726,378,6,6,0,0,1,7,0,1371,43,6,50,39,180,1371,6,41,13,5,17,10,15,5,4,5,3,0,2,3,2,0,1,0,0,0,0,2,0,180,1402,540,540,1094,345,0,0,1181,601,601,0,871,308,0,0,1064,240,240,865,355
2400305-008,003,05-008,2135,0,98,115,136,411,345,301,250,170,111,809,797,494,7,7,6,1,3,11,0,1699,64,46,66,43,217,1699,46,61,28,10,11,22,6,2,0,2,1,1,6,9,3,5,4,0,0,0,0,0,1,217,1749,729,729,1355,444,0,0,1473,758,758,0,1014,414,0,0,1291,303,303,1048,468
2400305-009,003,05-009,1297,0,74,57,52,209,255,232,155,110,51,471,531,282,2,5,3,0,0,3,0,1100,23,6,18,30,120,1100,5,23,5,6,8,2,6,1,0,2,2,0,4,6,0,0,5,1,0,0,0,0,0,120,1070,469,469,896,331,2,0,935,560,560,0,697,312,0,0,839,230,230,690,319
2400305-010,003,05-010,1070,0,52,74,66,170,169,214,172,63,15,339,445,277,1,4,1,1,0,2,0,899,18,3,34,13,103,899,3,18,10,6,4,2,5,5,1,9,0,0,0,0,0,0,0,0,1,4,0,0,0,103,892,383,383,682,271,0,0,745,383,383,0,537,235,0,0,653,171,171,510,208
2400305-011,003,05-011,1881,0,74,114,137,328,260,343,281,173,44,744,694,422,6,9,0,0,1,5,0,1467,87,54,29,41,203,1467,54,85,19,13,6,1,13,0,0,2,0,8,0,3,2,1,3,0,0,0,1,0,0,203,1511,704,704,1237,450,0,0,1296,711,711,0,905,380,0,0,1187,333,333,922,395
2400305-012,003,05-012,1577,1,73,87,97,329,299,232,172,83,43,545,648,362,3,12,2,0,0,5,0,1215,47,21,59,60,175,1215,21,47,25,31,8,17,9,4,2,4,2,2,6,2,0,1,3,0,0,0,1,0,0,175,1303,533,533,941,305,0,0,1066,505,505,0,677,252,0,0,911,202,202,690,284
2400305-013,003,05-013,1903,0,96,109,78,271,344,362,299,169,43,649,818,414,1,11,2,0,1,7,0,1564,37,5,24,33,240,1564,5,36,8,4,6,3,11,3,4,2,6,0,0,0,1,0,1,0,4,0,0,0,0,240,1566,643,643,1266,457,0,0,1351,707,707,0,948,381,0,0,1201,296,296,965,391
2400305-014,003,05-014,1983,0,108,110,107,296,333,382,236,165,88,741,784,435,2,11,5,1,0,4,0,1553,50,31,67,57,225,1553,31,50,28,18,6,27,14,2,1,0,7,0,2,3,0,5,6,0,1,0,0,0,4,225,1586,660,660,1286,462,0,0,1344,713,713,0,969,419,0,0,1222,294,294,993,435
2400305-015,003,05-015,1076,0,65,76,58,155,185,206,170,67,15,356,453,254,1,8,1,0,0,3,0,899,16,4,32,23,102,899,4,14,9,11,7,14,6,0,2,2,1,0,0,0,2,2,0,0,0,0,0,1,0,102,857,324,324,698,184,0,0,758,396,396,0,522,194,0,0,679,153,153,559,212
2400305-016,003,05-016,1526,0,67,77,104,244,221,316,225,124,26,594,588,319,8,10,5,0,1,1,0,1245,50,8,27,31,165,1245,8,50,12,9,6,2,19,4,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,165,1253,539,539,966,319,0,0,1058,576,576,0,744,292,0,0,943,227,227,754,293
2400305-017,003,05-017,2207,0,96,145,141,343,393,399,304,170,31,849,780,540,7,20,5,1,0,5,0,1855,101,8,25,27,191,1855,8,99,10,12,9,2,5,1,0,2,1,1,2,0,2,0,0,0,3,1,0,2,0,191,1747,649,649,1342,458,0,0,1460,736,736,1,989,355,0,0,1286,270,270,1000,383
2400305-018,003,05-018,1937,0,83,133,168,336,293,322,249,137,40,822,644,438,5,12,5,2,1,8,0,1528,79,68,36,30,196,1528,68,79,14,11,2,8,7,2,0,6,3,0,1,0,0,0,4,0,0,1,2,1,1,196,1520,626,626,1163,382,0,0,1263,627,627,0,784,317,0,0,1066,242,242,817,337
2400305-019,003,05-019,1684,0,85,101,96,240,283,309,225,161,62,614,709,343,5,8,3,1,0,1,0,1402,36,5,45,28,168,1402,5,35,12,6,19,9,7,1,2,4,2,1,5,0,1,0,5,0,0,0,0,0,0,168,1402,632,632,1106,369,0,0,1189,651,651,0,850,355,0,0,1080,277,277,916,389
2400305-020,003,05-020,2046,0,96,110,100,275,293,368,313,181,93,801,774,445,8,8,2,1,1,6,0,1450,48,285,35,40,188,1450,285,48,12,15,5,3,15,2,1,10,1,0,1,3,0,0,0,0,0,3,0,1,0,188,1661,766,766,1276,430,0,0,1297,679,679,0,951,393,0,0,1177,334,334,960,368
2400305-021,003,05-021,2802,0,138,190,225,574,501,482,311,79,25,1069,1030,652,8,24,5,1,4,9,0,2165,133,94,74,69,267,2165,94,133,21,24,19,12,12,10,5,9,0,10,4,3,0,5,2,0,3,1,0,0,0,267,2213,806,806,1605,521,0,0,1773,853,853,0,1111,401,0,0,1585,299,299,1164,405
2400305-022,003,05-022,2172,0,110,126,150,378,414,413,256,113,28,830,784,538,4,9,4,0,0,3,0,1780,92,20,36,32,212,1780,20,92,13,10,6,13,6,1,1,2,1,1,0,2,0,2,2,0,1,1,0,4,0,212,1741,662,662,1314,436,0,0,1465,684,684,0,923,338,0,0,1237,265,265,979,371
2400305-023,003,05-023,1448,0,74,88,75,161,259,268,226,123,45,574,574,293,1,2,2,0,0,2,0,1217,36,10,25,25,135,1217,10,35,11,4,0,9,7,4,3,1,0,0,0,1,1,5,0,0,3,0,0,0,0,135,1212,576,576,926,343,0,0,964,509,509,0,682,307,0,0,860,207,207,708,254
2400305-024,003,05-024,1676,0,94,114,82,256,290,295,203,168,50,520,760,381,2,10,0,0,0,3,0,1394,56,8,22,24,172,1394,8,56,3,4,17,1,5,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,172,1387,606,606,1129,407,0,0,1210,684,684,0,877,355,0,0,1049,276,276,857,388
2400305-025,003,05-025,1940,0,68,125,147,312,324,363,246,140,43,661,812,446,4,8,4,0,0,5,0,1574,72,19,50,37,188,1574,19,69,14,9,4,9,6,11,1,6,4,6,2,1,3,2,0,0,5,4,0,0,2,188,1573,658,658,1147,361,2,0,1294,647,647,0,856,326,0,0,1166,269,269,908,360
2400305-026,003,05-026,3555,0,157,271,328,685,579,562,385,207,65,1404,1213,880,18,21,5,1,1,12,0,2709,125,220,49,84,368,2709,217,124,12,34,17,14,14,2,4,3,4,5,2,1,1,3,4,3,10,0,0,0,0,368,2774,1094,1094,1961,624,0,0,2172,1054,1054,0,1432,514,0,0,1978,382,382,1446,498
2400305-027,003,05-027,1969,0,93,125,145,336,320,335,263,153,27,707,716,521,1,9,3,0,0,12,0,1568,78,32,36,36,219,1568,31,77,13,7,7,8,11,3,0,2,4,2,0,3,1,0,7,1,0,2,1,0,0,219,1572,624,624,1222,404,2,0,1290,621,621,0,888,331,0,0,1147,248,248,886,325
2400305-028,003,05-028,984,0,45,46,65,156,183,172,111,64,32,379,366,223,2,6,1,0,0,7,0,763,40,24,44,17,96,763,24,37,6,10,22,6,2,7,0,2,0,0,4,0,3,0,1,0,0,0,0,0,0,96,770,317,317,564,170,0,0,627,309,309,0,423,141,0,0,558,120,120,448,152
2400305-029,003,05-029,941,0,34,68,73,134,158,173,139,67,31,338,374,216,1,5,0,2,2,3,0,791,22,9,29,10,80,791,9,22,7,5,9,2,2,3,0,0,0,0,0,1,0,0,2,0,0,7,1,0,0,80,717,269,269,524,160,0,0,610,297,297,0,430,154,0,0,542,93,93,430,183
